Mining_date,Job_Title,Company,location,Posting_date,Description,Sector
2023-08-28,Community Chef,The Institute For Family Health,"New York, NY",3 days ago,$30–$30                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Resort Executive Sous Chef,Stratton Mountain,"Rutland, VT",7 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Biaggi's Ristorante Italiano,"West Des Moines, IA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,Chef Partner / Executive Chef,Biaggi's Ristorante Italiano,"Perrysburg, OH",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Ancho and Agave,"Middleton, WI",Today,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef / Kitchen Manager,Biaggi's Ristorante Italiano,"Omaha, NE",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef,Quail Park,"Lynnwood, WA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Executive Chef,Country Club of Decatur,"Decatur, IL",23 days ago,"$80,000–$90,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",food-service-jobs
2023-08-28,Community Chef,The Institute For Family Health,"New York, NY",3 days ago,$30–$30                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Resort Executive Sous Chef,Stratton Mountain,"Rutland, VT",7 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Biaggi's Ristorante Italiano,"West Des Moines, IA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,Chef Partner / Executive Chef,Biaggi's Ristorante Italiano,"Perrysburg, OH",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Ancho and Agave,"Middleton, WI",Today,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef / Kitchen Manager,Biaggi's Ristorante Italiano,"Omaha, NE",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef,Quail Park,"Lynnwood, WA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Executive Chef,Country Club of Decatur,"Decatur, IL",23 days ago,"$80,000–$90,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",food-service-jobs
2023-08-28,Community Chef,The Institute For Family Health,"New York, NY",3 days ago,$30–$30                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Sous Chef,Wegmans Food Markets,"Malvern, PA",Today,Actively Hiring,food-service-jobs
2023-08-28,Resort Executive Sous Chef,Stratton Mountain,"Rutland, VT",7 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Biaggi's Ristorante Italiano,"West Des Moines, IA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,Chef Partner / Executive Chef,Biaggi's Ristorante Italiano,"Perrysburg, OH",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Ancho and Agave,"Middleton, WI",Today,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef / Kitchen Manager,Biaggi's Ristorante Italiano,"Omaha, NE",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Executive Chef,Country Club of Decatur,"Decatur, IL",23 days ago,"$80,000–$90,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",food-service-jobs
2023-08-28,Community Chef,The Institute For Family Health,"New York, NY",3 days ago,$30–$30                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Resort Executive Sous Chef,Stratton Mountain,"Manchester, VT",7 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Biaggi's Ristorante Italiano,"West Des Moines, IA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,Chef Partner / Executive Chef,Biaggi's Ristorante Italiano,"Perrysburg, OH",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Ancho and Agave,"Middleton, WI",Today,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef / Kitchen Manager,Biaggi's Ristorante Italiano,"Omaha, NE",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef,Quail Park,"Lynnwood, WA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Executive Chef,Country Club of Decatur,"Decatur, IL",23 days ago,"$80,000–$90,000                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",food-service-jobs
2023-08-28,Community Chef,The Institute For Family Health,"New York, NY",3 days ago,$30–$30                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Resort Executive Sous Chef,Stratton Mountain,"Rutland, VT",7 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Biaggi's Ristorante Italiano,"West Des Moines, IA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,Chef Partner / Executive Chef,Biaggi's Ristorante Italiano,"Perrysburg, OH",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef/ Kitchen Manager,Ancho and Agave,"Middleton, WI",Today,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef / Kitchen Manager,Biaggi's Ristorante Italiano,"Omaha, NE",6 days ago,Actively Hiring,food-service-jobs
2023-08-28,Sous Chef,Quail Park,"Lynnwood, WA",5 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET CAPTAIN,"University of California, San Diego","LA JOLLA, CA",13 days ago,Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Bartender,PEAK BEVERAGE CATERING INC,"DENVER, CO",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Part time Breakfast/Social Host,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Breakfast Attendant,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Restaurant Busser,"Berg Hospitality Group, L","Houston, TX",Today,Actively Hiring,food-service-jobs
2023-08-28,Busser,Ancho and Agave,"Omaha, NE",4 days ago,Actively Hiring,food-service-jobs
2023-08-28,Busser,Biaggi's Ristorante Italiano,"Middleton, WI",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,Buffet Attendant - Boston Harbor City Cruises,Hornblower - City Experiences,"Boston, MA",Today,Actively Hiring,food-service-jobs
2023-08-28,BANQUET CAPTAIN,"University of California, San Diego","LA JOLLA, CA",13 days ago,Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Bartender,PEAK BEVERAGE CATERING INC,"DENVER, CO",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Part time Breakfast/Social Host,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Breakfast Attendant,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Busser,Ancho and Agave,"Omaha, NE",4 days ago,Actively Hiring,food-service-jobs
2023-08-28,Busser,Biaggi's Ristorante Italiano,"Middleton, WI",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,Buffet Attendant - Boston Harbor City Cruises,Hornblower - City Experiences,"Boston, MA",Today,Actively Hiring,food-service-jobs
2023-08-28,Server,Ancho and Agave,"Omaha, NE",4 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET CAPTAIN,"University of California, San Diego","LA JOLLA, CA",13 days ago,Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Bartender,PEAK BEVERAGE CATERING INC,"DENVER, CO",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
2023-08-28,Part time Breakfast/Social Host,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Breakfast Attendant,NCG Hospitality,"Phoenix, AZ",14 days ago,Actively Hiring,food-service-jobs
2023-08-28,Busser,Ancho and Agave,"Omaha, NE",4 days ago,Actively Hiring,food-service-jobs
2023-08-28,Busser,Wegmans Food Markets,"Parsippany, NJ",Today,Actively Hiring,food-service-jobs
2023-08-28,Buffet Attendant - Boston Harbor City Cruises,Hornblower - City Experiences,"Boston, MA",Today,Actively Hiring,food-service-jobs
2023-08-28,Busser,Biaggi's Ristorante Italiano,"Omaha, NE",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET CAPTAIN,"University of California, San Diego","LA JOLLA, CA",13 days ago,Full-time                                             Employee                                             Actively Hiring,food-service-jobs
2023-08-28,Bartender,PEAK BEVERAGE CATERING INC,"DENVER, CO",12 days ago,Actively Hiring,food-service-jobs
2023-08-28,BANQUET SOUS CHEF,MXB Battery Operations LP,"San Francisco, CA",18 days ago,Full-time                                             Actively Hiring,food-service-jobs
