Mining_date,Job_Title,Company,location,Posting_date,Description,Sector
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Schaumburg, IL",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,St. Mary Healthcare,"Lafayette, IN",12 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Electrical Apprenticeship,Dayton Electrical J.A.T.C.,"Dayton, OH",21 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Electrician (Construction) Apprenticeship Instructor (full-time/1330 hours/year) @ Northwood Tech Ri,Northwood Technical College,"RICE LAKE, WI",29 days ago,"$61,744                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,Hearthstone Health Campus,"Bloomington, IN",11 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Saint Charles, MO",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Electrical Apprenticeship,Dayton Electrical J.A.T.C.,"Dayton, OH",21 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Electrician (Construction) Apprenticeship Instructor (full-time/1330 hours/year) @ Northwood Tech Ri,Northwood Technical College,"RICE LAKE, WI",29 days ago,"$61,744                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Schaumburg, IL",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,Cumberland Pointe Health Campus,"West Lafayette, IN",6 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Electrical Apprenticeship,Dayton Electrical J.A.T.C.,"Dayton, OH",21 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Electrician (Construction) Apprenticeship Instructor (full-time/1330 hours/year) @ Northwood Tech Ri,Northwood Technical College,"RICE LAKE, WI",29 days ago,"$61,744                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Saint Charles, MO",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,Cumberland Pointe Health Campus,"West Lafayette, IN",6 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Electrical Apprenticeship,Dayton Electrical J.A.T.C.,"Dayton, OH",21 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Electrician (Construction) Apprenticeship Instructor (full-time/1330 hours/year) @ Northwood Tech Ri,Northwood Technical College,"RICE LAKE, WI",29 days ago,"$61,744                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,Creasy Springs Health Campus,"Lafayette, IN",6 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Saint Charles, MO",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Electrical Apprenticeship,Dayton Electrical J.A.T.C.,"Dayton, OH",21 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Electrician (Construction) Apprenticeship Instructor (full-time/1330 hours/year) @ Northwood Tech Ri,Northwood Technical College,"RICE LAKE, WI",29 days ago,"$61,744                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,HR Support,PlanIT Group,"Sunnyvale, CA",Today,Actively Hiring,maintenance-jobs
2023-08-29,Pre-Apprenticeship in Construction Technologies Adjunct Instructor,College of the Canyons,"Santa Clarita, CA",26 days ago,Part-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Elevator Constructor Apprentice,NEIEP,"Memphis, TN",13 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Pharmacy Technician / Pharm Tech Apprenticeship,WALGREENS,"Saint Charles, MO",1 day ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,North River Health Campus,"Evansville, IN",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,The Springs at Oldham Reserve,"La Grange, KY",3 days ago,Actively Hiring,maintenance-jobs
2023-08-29,QMA - Qualified Medication Aide,Cumberland Pointe Health Campus,"West Lafayette, IN",6 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Technician,Chevrolet Center Inc,"WINTER HAVEN, FL",1 day ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Technician,Chevrolet Center Inc,"WINTER HAVEN, FL",1 day ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Journeyman Body Shop Technician,Pape' Kenworth,"French Camp, CA",18 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Apprentice Technician,Penske,"Lithia Springs, GA",6 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician,CarMax,"Fort Worth, TX",Today,Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Body Writer,AutoNation Collision Center Denver,"Denver, CO",12 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Mechanic - Shop Auto / Diesel / Forklift Technician,Crown Equipment Corporation,"New Berlin, WI",7 days ago,Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Technician,Chevrolet Center Inc,"WINTER HAVEN, FL",1 day ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Body Writer,AutoNation Collision Center St Petersburg,"St. Petersburg, FL",Today,Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
2023-08-29,Automotive Body Repairer,Gracys Auto,"Little Chute, WI",15 days ago,"$52,000–$83,400                                              Per Year                                             Full-time                                             Employee                                             Actively Hiring",maintenance-jobs
2023-08-29,Auto Body Technician-ABRA Fort Collins,Yoder Family of Companies,"Fort Collins, CO",9 days ago,$22–$25                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Technician/Mechanic,Bulldog Fire Apparatus,"Bozrah, CT",8 days ago,$20–$40                                              Per Hour                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Automotive Body Repairer,"Northtown, Inc.","Yankton, SD",30+ days ago,$25–$35                                              Per Hour                                             Full-time                                             Actively Hiring,maintenance-jobs
2023-08-29,Body Shop Estimator/CSM ABRA Auto Body- Greeley,Yoder Family of Companies,"Greeley, CO",5 days ago,$60–$73                                             Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Prepper,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Truck Body Painter,All American Truck & Auto Body,"FONTANA, CA",17 days ago,Full-time                                             Employee                                             Actively Hiring,maintenance-jobs
2023-08-29,Auto Mechanic Technician,SOUTHWEST AUTO,"Albuquerque, NM",8 days ago,"$1,500–$2,500                                              Per Week                                             Full-time                                             Actively Hiring",maintenance-jobs
